,airport_id,Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,TzDatabase,Type,Source
1809,1867,Enrique Malek International Airport,David,Panama,DAV,MPDA,8.390999794006348,-82.43499755859375,89,-5,U,America/Panama,airport,OurAirports
1811,1869,Marcos A. Gelabert International Airport,Panama,Panama,PAC,MPMG,8.973340034484863,-79.55560302734375,31,-5,U,America/Panama,airport,OurAirports
1813,1871,Tocumen International Airport,Panama City,Panama,PTY,MPTO,9.0713596344,-79.3834991455,135,-5,U,America/Panama,airport,OurAirports
1819,1879,Golfito Airport,Golfito,Costa Rica,GLF,MRGF,8.654009819030763,-83.18219757080078,49,-6,U,America/Costa_Rica,airport,OurAirports
1821,1881,Daniel Oduber Quiros International Airport,Liberia,Costa Rica,LIR,MRLB,10.5933,-85.544403,270,-6,U,America/Costa_Rica,airport,OurAirports
1824,1884,Nosara Airport,Nosara Beach,Costa Rica,NOB,MRNS,9.976490020750001,-85.65299987790002,33,-6,U,America/Costa_Rica,airport,OurAirports
1825,1885,Juan Santamaria International Airport,San Jose,Costa Rica,SJO,MROC,9.993860244750977,-84.20880126953125,3021,-6,U,America/Costa_Rica,airport,OurAirports
1827,1887,Palmar Sur Airport,Palmar Sur,Costa Rica,PMZ,MRPM,8.951029777526855,-83.46859741210938,49,-6,U,America/Costa_Rica,airport,OurAirports
1828,1889,Quepos Managua Airport,Quepos,Costa Rica,XQP,MRQP,9.443160057067873,-84.12979888916016,85,-6,U,America/Costa_Rica,airport,OurAirports
1831,1892,Monseñor Óscar Arnulfo Romero International Airport,San Salvador,El Salvador,SAL,MSLP,13.4409,-89.055702,101,-6,U,America/El_Salvador,airport,OurAirports
1834,1895,Cap Haitien International Airport,Cap Haitien,Haiti,CAP,MTCH,19.733,-72.194702,10,-5,U,America/Port-au-Prince,airport,OurAirports
1836,1897,Toussaint Louverture International Airport,Port-au-prince,Haiti,PAP,MTPP,18.57999992370605,-72.2925033569336,122,-5,U,America/Port-au-Prince,airport,OurAirports
1840,1901,Jardines Del Rey Airport,Cunagua,Cuba,CCC,MUCC,22.4610004425,-78.32839965820001,13,-5,U,America/Havana,airport,OurAirports
1842,1903,Vilo Acuña International Airport,Cayo Largo del Sur,Cuba,CYO,MUCL,21.616500854499996,-81.5459976196,10,-5,U,America/Havana,airport,OurAirports
1843,1904,Ignacio Agramonte International Airport,Camaguey,Cuba,CMW,MUCM,21.420299530029297,-77.84750366210938,413,-5,U,America/Havana,airport,OurAirports
1844,1905,Antonio Maceo International Airport,Santiago De Cuba,Cuba,SCU,MUCU,19.96980094909668,-75.83540344238281,249,-5,U,America/Havana,airport,OurAirports
1847,1908,Mariana Grajales Airport,Guantanamo,Cuba,GAO,MUGT,20.08530044555664,-75.1583023071289,56,-5,U,America/Havana,airport,OurAirports
1848,1909,José Martí International Airport,Havana,Cuba,HAV,MUHA,22.989200592041016,-82.40910339355469,210,-5,U,America/Havana,airport,OurAirports
1849,1910,Frank Pais International Airport,Holguin,Cuba,HOG,MUHG,20.785600662231445,-76.31510162353516,361,-5,U,America/Havana,airport,OurAirports
1857,1918,Abel Santamaria Airport,Santa Clara,Cuba,SNU,MUSC,22.49220085144043,-79.943603515625,338,-5,U,America/Havana,airport,OurAirports
1861,1923,Juan Gualberto Gomez International Airport,Varadero,Cuba,VRA,MUVR,23.03440093994141,-81.435302734375,210,-5,U,America/Havana,airport,OurAirports
1863,1925,Gerrard Smith International Airport,Cayman Brac,Cayman Islands,CYB,MWCB,19.687000274658203,-79.88279724121094,8,-5,N,America/Cayman,airport,OurAirports
1864,1926,Owen Roberts International Airport,Georgetown,Cayman Islands,GCM,MWCR,19.292800903299998,-81.3576965332,8,-5,N,America/Cayman,airport,OurAirports
1867,1930,Leonard M Thompson International Airport,Marsh Harbor,Bahamas,MHH,MYAM,26.5114,-77.08350300000001,6,-5,U,America/Nassau,airport,OurAirports
1869,1932,Spring Point Airport,Spring Point,Bahamas,AXP,MYAP,22.441799163800006,-73.97090148930002,11,-5,U,America/Nassau,airport,OurAirports
1871,1934,Treasure Cay Airport,Treasure Cay,Bahamas,TCB,MYAT,26.745300293000003,-77.3912963867,8,-5,U,America/Nassau,airport,OurAirports
1874,1937,South Bimini Airport,Alice Town,Bahamas,BIM,MYBS,25.6998996735,-79.2647018433,10,-5,U,America/Nassau,airport,OurAirports
1875,1941,Exuma International Airport,Great Exuma,Bahamas,GGT,MYEF,23.5625991821,-75.8779983521,9,-5,U,America/Nassau,airport,OurAirports
1877,1943,North Eleuthera Airport,North Eleuthera,Bahamas,ELH,MYEH,25.474899291999996,-76.6835021973,13,-5,U,America/Nassau,airport,OurAirports
1878,1944,Governor's Harbour Airport,Governor's Harbor,Bahamas,GHB,MYEM,25.2847003937,-76.3310012817,26,-5,U,America/Nassau,airport,OurAirports
1880,1946,Rock Sound Airport,Rock Sound,Bahamas,RSD,MYER,24.8950787333,-76.1768817902,10,-5,U,America/Nassau,airport,OurAirports
1882,1948,Grand Bahama International Airport,Freeport,Bahamas,FPO,MYGF,26.5587005615,-78.695602417,7,-5,U,America/Nassau,airport,OurAirports
1883,1949,Inagua Airport,Matthew Town,Bahamas,IGA,MYIG,20.975000381469727,-73.66690063476562,8,-5,U,America/Nassau,airport,OurAirports
1884,1950,Deadman's Cay Airport,Dead Man's Cay,Bahamas,LGI,MYLD,23.179000854499996,-75.09359741210002,9,-5,U,America/Nassau,airport,OurAirports
1885,1951,Stella Maris Airport,Stella Maris,Bahamas,SML,MYLS,23.582317,-75.268621,10,-5,U,America/Nassau,airport,OurAirports
1886,1952,Mayaguana Airport,Mayaguana,Bahamas,MYG,MYMM,22.379499,-73.013494,11,-5,U,America/Nassau,airport,OurAirports
1887,1953,Lynden Pindling International Airport,Nassau,Bahamas,NAS,MYNN,25.0389995575,-77.46620178219999,16,-5,U,America/Nassau,airport,OurAirports
1889,1955,Rum Cay Airport,Port Nelson,Bahamas,RCY,MYRP,23.68440055847168,-74.83619689941406,15,-5,U,America/Nassau,airport,OurAirports
1890,1956,San Salvador Airport,Cockburn Town,Bahamas,ZSA,MYSM,24.06329917907715,-74.52400207519531,24,-5,U,America/Nassau,airport,OurAirports
1891,1957,Philip S. W. Goldson International Airport,Belize City,Belize,BZE,MZBZ,17.539100646972653,-88.30819702148438,15,-6,U,America/Belize,airport,OurAirports
1892,1958,Aitutaki Airport,Aitutaki,Cook Islands,AIT,NCAI,-18.830900192260746,-159.76400756835938,14,-10,U,Pacific/Rarotonga,airport,OurAirports
1893,1959,Rarotonga International Airport,Avarua,Cook Islands,RAR,NCRG,-21.202699661300002,-159.805999756,19,-10,U,Pacific/Rarotonga,airport,OurAirports
1894,1960,Nadi International Airport,Nandi,Fiji,NAN,NFFN,-17.755399703979492,177.4429931640625,59,12,U,Pacific/Fiji,airport,OurAirports
1895,1961,Nausori International Airport,Nausori,Fiji,SUV,NFNA,-18.04330062866211,178.5590057373047,17,12,U,Pacific/Fiji,airport,OurAirports
1896,1963,Fua'amotu International Airport,Tongatapu,Tonga,TBU,NFTF,-21.241199493408203,-175.14999389648438,126,13,U,Pacific/Tongatapu,airport,OurAirports
1898,1965,Bonriki International Airport,Tarawa,Kiribati,TRW,NGTA,1.3816399574279783,173.14700317382812,9,12,U,Pacific/Tarawa,airport,OurAirports
1900,1968,Hihifo Airport,Wallis,Wallis and Futuna,WLS,NLWW,-13.238300323499999,-176.19900512700002,79,12,U,Pacific/Wallis,airport,OurAirports
1901,1969,Faleolo International Airport,Faleolo,Samoa,APW,NSFA,-13.829999923706055,-172.00799560546875,58,13,U,Pacific/Apia,airport,OurAirports
1902,1970,Pago Pago International Airport,Pago Pago,American Samoa,PPG,NSTU,-14.3310003281,-170.710006714,32,-11,U,Pacific/Pago_Pago,airport,OurAirports
1903,1971,Rurutu Airport,Rurutu,French Polynesia,RUR,NTAR,-22.43409919738769,-151.36099243164062,18,-10,U,\N,airport,OurAirports
1904,1972,Tubuai Airport,Tubuai,French Polynesia,TUB,NTAT,-23.36540031433105,-149.5240020751953,7,-10,U,Pacific/Tahiti,airport,OurAirports
1907,1975,Tikehau Airport,Tikehau,French Polynesia,TIH,NTGC,-15.119600296020508,-148.2310028076172,6,-10,U,Pacific/Tahiti,airport,OurAirports
1909,1977,Fakarava Airport,Fakarava,French Polynesia,FAV,NTGF,-16.054100036621097,-145.65699768066406,13,-10,U,Pacific/Tahiti,airport,OurAirports
1910,1978,Manihi Airport,Manihi,French Polynesia,XMH,NTGI,-14.436800003051758,-146.07000732421875,14,-10,U,Pacific/Tahiti,airport,OurAirports
1911,1979,Totegegie Airport,Totegegie,French Polynesia,GMR,NTGJ,-23.07990074157715,-134.88999938964844,7,-9,U,Pacific/Gambier,airport,OurAirports
1912,1980,Kaukura Airport,Kaukura Atoll,French Polynesia,KKR,NTGK,-15.663299560546875,-146.88499450683594,11,-10,U,Pacific/Tahiti,airport,OurAirports
1913,1981,Makemo Airport,Makemo,French Polynesia,MKP,NTGM,-16.583900451660153,-143.6580047607422,3,-10,U,Pacific/Tahiti,airport,OurAirports
1915,1983,Takapoto Airport,Takapoto,French Polynesia,TKP,NTGT,-14.709500312805176,-145.24600219726562,12,-10,U,Pacific/Tahiti,airport,OurAirports
1916,1984,Arutua Airport,Arutua,French Polynesia,AXR,NTGU,-15.248299598693848,-146.61700439453125,9,-10,U,Pacific/Tahiti,airport,OurAirports
1917,1985,Mataiva Airport,Mataiva,French Polynesia,MVT,NTGV,-14.8681001663208,-148.7169952392578,11,-10,U,Pacific/Tahiti,airport,OurAirports
1918,1986,Takaroa Airport,Takaroa,French Polynesia,TKX,NTKR,-14.45580005645752,-145.02499389648438,13,-10,U,Pacific/Tahiti,airport,OurAirports
1919,1987,Nuku Hiva Airport,Nuku Hiva,French Polynesia,NHV,NTMD,-8.795599937438965,-140.22900390625,220,-9.5,U,Pacific/Marquesas,airport,OurAirports
1920,1989,Bora Bora Airport,Bora Bora,French Polynesia,BOB,NTTB,-16.444400787353516,-151.75100708007812,10,-10,U,Pacific/Tahiti,airport,OurAirports
1921,1990,Rangiroa Airport,Rangiroa,French Polynesia,RGI,NTTG,-14.954299926757812,-147.66099548339844,10,-10,U,Pacific/Tahiti,airport,OurAirports
1922,1991,Huahine-Fare Airport,Huahine Island,French Polynesia,HUH,NTTH,-16.687200546264652,-151.02200317382812,7,-10,U,Pacific/Tahiti,airport,OurAirports
1923,1992,Moorea Airport,Moorea,French Polynesia,MOZ,NTTM,-17.49,-149.761993,9,-10,U,Pacific/Tahiti,airport,OurAirports
1924,1993,Hao Airport,Hao Island,French Polynesia,HOI,NTTO,-18.074800491333008,-140.9459991455078,10,-10,U,\N,airport,OurAirports
1925,1994,Maupiti Airport,Maupiti,French Polynesia,MAU,NTTP,-16.42650032043457,-152.24400329589844,15,-10,U,Pacific/Tahiti,airport,OurAirports
1926,1995,Raiatea Airport,Raiatea Island,French Polynesia,RFP,NTTR,-16.7229,-151.466003,3,-10,U,Pacific/Tahiti,airport,OurAirports
1927,1997,Bauerfield International Airport,Port-vila,Vanuatu,VLI,NVVV,-17.699300765991,168.32000732422,70,11,U,Pacific/Efate,airport,OurAirports
1928,1998,Koné Airport,Kone,New Caledonia,KNQ,NWWD,-21.05430030822754,164.83700561523438,23,11,U,Pacific/Noumea,airport,OurAirports
1929,1999,Koumac Airport,Koumac,New Caledonia,KOC,NWWK,-20.546300888061523,164.25599670410156,42,11,U,Pacific/Noumea,airport,OurAirports
1930,2000,Lifou Airport,Lifou,New Caledonia,LIF,NWWL,-20.774799346923828,167.24000549316406,92,11,U,Pacific/Noumea,airport,OurAirports
1931,2001,Nouméa Magenta Airport,Noumea,New Caledonia,GEA,NWWM,-22.25830078125,166.47300720214844,10,11,U,Pacific/Noumea,airport,OurAirports
1932,2002,Maré Airport,Mare,New Caledonia,MEE,NWWR,-21.4817008972168,168.03799438476562,141,11,U,Pacific/Noumea,airport,OurAirports
1933,2003,Touho Airport,Touho,New Caledonia,TOU,NWWU,-20.790000915527344,165.25900268554688,10,11,U,Pacific/Noumea,airport,OurAirports
1934,2004,Ouvéa Airport,Ouvea,New Caledonia,UVE,NWWV,-20.640600204467773,166.572998046875,23,11,U,Pacific/Noumea,airport,OurAirports
1935,2005,La Tontouta International Airport,Noumea,New Caledonia,NOU,NWWW,-22.01460075378418,166.21299743652344,52,11,U,Pacific/Noumea,airport,OurAirports
1936,2006,Auckland International Airport,Auckland,New Zealand,AKL,NZAA,-37.0080986023,174.79200744599999,23,12,Z,Pacific/Auckland,airport,OurAirports
1937,2007,Taupo Airport,Taupo,New Zealand,TUO,NZAP,-38.73970031738281,176.08399963378906,1335,12,Z,Pacific/Auckland,airport,OurAirports
1939,2009,Christchurch International Airport,Christchurch,New Zealand,CHC,NZCH,-43.48939895629883,172.53199768066406,123,12,Z,Pacific/Auckland,airport,OurAirports
1941,2011,Dunedin Airport,Dunedin,New Zealand,DUD,NZDN,-45.9281005859375,170.197998046875,4,12,Z,Pacific/Auckland,airport,OurAirports
1942,2012,Gisborne Airport,Gisborne,New Zealand,GIS,NZGS,-38.66329956054688,177.97799682617188,15,12,Z,Pacific/Auckland,airport,OurAirports
1944,2014,Hokitika Airfield,Hokitika,New Zealand,HKK,NZHK,-42.713600158691406,170.98500061035156,146,12,Z,Pacific/Auckland,airport,OurAirports
1945,2015,Hamilton International Airport,Hamilton,New Zealand,HLZ,NZHN,-37.8666992188,175.332000732,172,12,Z,Pacific/Auckland,airport,OurAirports
1947,2017,Kerikeri Airport,Kerikeri,New Zealand,KKE,NZKK,-35.26279830932617,173.91200256347656,492,12,Z,Pacific/Auckland,airport,OurAirports
1948,2018,Kaitaia Airport,Kaitaia,New Zealand,KAT,NZKT,-35.06999969482422,173.28500366210938,270,12,Z,Pacific/Auckland,airport,OurAirports
1953,2023,New Plymouth Airport,New Plymouth,New Zealand,NPL,NZNP,-39.00859832763672,174.1790008544922,97,12,Z,Pacific/Auckland,airport,OurAirports
1954,2024,Nelson Airport,Nelson,New Zealand,NSN,NZNS,-41.298301696777344,173.2209930419922,17,12,Z,Pacific/Auckland,airport,OurAirports
1955,2025,Invercargill Airport,Invercargill,New Zealand,IVC,NZNV,-46.41239929199219,168.31300354003906,5,12,Z,Pacific/Auckland,airport,OurAirports
1958,2028,Palmerston North Airport,Palmerston North,New Zealand,PMR,NZPM,-40.32059860229492,175.61700439453125,151,12,Z,Pacific/Auckland,airport,OurAirports
1959,2029,Paraparaumu Airport,Paraparaumu,New Zealand,PPQ,NZPP,-40.904701232910156,174.98899841308594,22,12,Z,Pacific/Auckland,airport,OurAirports
1960,2030,Queenstown International Airport,Queenstown International,New Zealand,ZQN,NZQN,-45.0210990906,168.738998413,1171,12,Z,Pacific/Auckland,airport,OurAirports
1961,2031,Rotorua Regional Airport,Rotorua,New Zealand,ROT,NZRO,-38.10919952392578,176.31700134277344,935,12,Z,Pacific/Auckland,airport,OurAirports
1964,2034,Tauranga Airport,Tauranga,New Zealand,TRG,NZTG,-37.67190170288086,176.1959991455078,13,12,Z,Pacific/Auckland,airport,OurAirports
1965,2035,Timaru Airport,Timaru,New Zealand,TIU,NZTU,-44.30279922485352,171.22500610351562,89,12,Z,Pacific/Auckland,airport,OurAirports
1967,2037,Woodbourne Airport,Woodbourne,New Zealand,BHE,NZWB,-41.5182991027832,173.8699951171875,109,12,Z,Pacific/Auckland,airport,OurAirports
1971,2041,Whakatane Airport,Whakatane,New Zealand,WHK,NZWK,-37.92060089111328,176.91400146484375,20,12,Z,Pacific/Auckland,airport,OurAirports
1972,2042,Wellington International Airport,Wellington,New Zealand,WLG,NZWN,-41.327201843299996,174.80499267599998,41,12,Z,Pacific/Auckland,airport,OurAirports
1975,2045,Whangarei Airport,Whangarei,New Zealand,WRE,NZWR,-35.7682991027832,174.36500549316406,133,12,Z,Pacific/Auckland,airport,OurAirports
1976,2046,Westport Airport,Westport,New Zealand,WSZ,NZWS,-41.73809814453125,171.58099365234375,13,12,Z,Pacific/Auckland,airport,OurAirports
1977,2047,Wanganui Airport,Wanganui,New Zealand,WAG,NZWU,-39.96220016479492,175.02499389648438,27,12,Z,Pacific/Auckland,airport,OurAirports
1978,2048,Herat Airport,Herat,Afghanistan,HEA,OAHR,34.209999084472656,62.22829818725586,3206,4.5,U,Asia/Kabul,airport,OurAirports
1980,2050,Hamid Karzai International Airport,Kabul,Afghanistan,KBL,OAKB,34.565899,69.212303,5877,4.5,U,Asia/Kabul,airport,OurAirports
1981,2051,Kandahar Airport,Kandahar,Afghanistan,KDH,OAKN,31.505800247192386,65.84780120849611,3337,4.5,U,Asia/Kabul,airport,OurAirports
1983,2053,Mazar I Sharif Airport,Mazar-i-sharif,Afghanistan,MZR,OAMS,36.70690155029297,67.20970153808594,1284,4.5,U,Asia/Kabul,airport,OurAirports
1987,2057,Bahrain International Airport,Bahrain,Bahrain,BAH,OBBI,26.27079963684082,50.63359832763672,6,3,U,Asia/Bahrain,airport,OurAirports
1989,2059,Abha Regional Airport,Abha,Saudi Arabia,AHB,OEAB,18.2404003143,42.65660095210001,6858,3,U,Asia/Riyadh,airport,OurAirports
1990,2060,Al Ahsa Airport,Al-ahsa,Saudi Arabia,HOF,OEAH,25.28529930114746,49.48519897460938,588,3,U,Asia/Riyadh,airport,OurAirports
1991,2061,Al Baha Airport,El-baha,Saudi Arabia,ABT,OEBA,20.296100616500002,41.6343002319,5486,3,U,Asia/Riyadh,airport,OurAirports
1992,2062,Bisha Airport,Bisha,Saudi Arabia,BHH,OEBH,19.984399795532227,42.62089920043945,3887,3,U,Asia/Riyadh,airport,OurAirports
1994,2064,King Fahd International Airport,Dammam,Saudi Arabia,DMM,OEDF,26.471200942993164,49.79790115356445,72,3,U,Asia/Riyadh,airport,OurAirports
1996,2066,Jizan Regional Airport,Gizan,Saudi Arabia,GIZ,OEGN,16.901100158691403,42.58580017089844,20,3,U,Asia/Riyadh,airport,OurAirports
1997,2067,Gassim Airport,Gassim,Saudi Arabia,ELQ,OEGS,26.30279922485352,43.77439880371094,2126,3,U,Asia/Riyadh,airport,OurAirports
1998,2068,Gurayat Domestic Airport,Guriat,Saudi Arabia,URY,OEGT,31.412413,37.278898,1672,3,U,Asia/Riyadh,airport,OurAirports
1999,2069,Ha'il Airport,Hail,Saudi Arabia,HAS,OEHL,27.437901,41.686298,3331,3,U,Asia/Riyadh,airport,OurAirports
2002,2072,King Abdulaziz International Airport,Jeddah,Saudi Arabia,JED,OEJN,21.6796,39.156502,48,3,U,Asia/Riyadh,airport,OurAirports
2004,2074,Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,MED,OEMA,24.5534,39.705101,2151,3,U,Asia/Riyadh,airport,OurAirports
2005,2075,Nejran Airport,Nejran,Saudi Arabia,EAM,OENG,17.611400604248047,44.4192008972168,3982,3,U,Asia/Riyadh,airport,OurAirports
2006,2076,Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,Saudi Arabia,AQI,OEPA,28.335199,46.125099,1174,3,U,Asia/Riyadh,airport,OurAirports
2011,2081,Rafha Domestic Airport,Rafha,Saudi Arabia,RAH,OERF,29.626399993896484,43.4906005859375,1474,3,U,Asia/Riyadh,airport,OurAirports
2012,2082,King Khaled International Airport,Riyadh,Saudi Arabia,RUH,OERK,24.957599639892575,46.69879913330078,2049,3,U,Asia/Riyadh,airport,OurAirports
2014,2084,Arar Domestic Airport,Arar,Saudi Arabia,RAE,OERR,30.90660095214844,41.13819885253906,1813,3,U,Asia/Riyadh,airport,OurAirports
2016,2086,Sharurah Airport,Sharurah,Saudi Arabia,SHW,OESH,17.466899871826172,47.12139892578125,2363,3,U,Asia/Riyadh,airport,OurAirports
2018,2089,Tabuk Airport,Tabuk,Saudi Arabia,TUU,OETB,28.3654,36.6189,2551,3,U,Asia/Riyadh,airport,OurAirports
2019,2090,Ta’if Regional Airport,Taif,Saudi Arabia,TIF,OETF,21.483001,40.543442,4848,3,U,Asia/Riyadh,airport,OurAirports
2022,2093,Turaif Domestic Airport,Turaif,Saudi Arabia,TUI,OETR,31.692188,38.731544,2803,3,U,Asia/Riyadh,airport,OurAirports
2023,2095,Al Wajh Domestic Airport,Wejh,Saudi Arabia,EJH,OEWJ,26.19860076904297,36.47639846801758,66,3,U,Asia/Riyadh,airport,OurAirports
2024,2096,Prince Abdulmohsin Bin Abdulaziz Airport,Yenbo,Saudi Arabia,YNB,OEYN,24.144199,38.0634,26,3,U,Asia/Riyadh,airport,OurAirports
2025,2097,Abadan Airport,Abadan,Iran,ABD,OIAA,30.371099471999997,48.2282981873,10,3.5,E,Asia/Tehran,airport,OurAirports
2026,2098,Dezful Airport,Dezful,Iran,DEF,OIAD,32.434399,48.397597999999995,474,3.5,E,Asia/Tehran,airport,OurAirports
2028,2100,Gachsaran Airport,Gachsaran,Iran,GCH,OIAH,30.337600708000004,50.827999115,2414,3.5,E,Asia/Tehran,airport,OurAirports
2031,2103,Mahshahr Airport,Bandar Mahshahr,Iran,MRX,OIAM,30.55620002746582,49.15190124511719,8,3.5,E,Asia/Tehran,airport,OurAirports
2032,2104,Ahwaz Airport,Ahwaz,Iran,AWZ,OIAW,31.3374004364,48.7620010376,66,3.5,E,Asia/Tehran,airport,OurAirports
2034,2106,Bushehr Airport,Bushehr,Iran,BUZ,OIBB,28.944799423200003,50.834598541300004,68,3.5,E,Asia/Tehran,airport,OurAirports
2037,2109,Kish International Airport,Kish Island,Iran,KIH,OIBK,26.526199340799998,53.9802017212,101,3.5,E,Asia/Tehran,airport,OurAirports
2038,2110,Bandar Lengeh Airport,Bandar Lengeh,Iran,BDH,OIBL,26.531999588,54.82479858399999,67,3.5,E,Asia/Tehran,airport,OurAirports
2040,2112,Sirri Island Airport,Siri Island,Iran,SXI,OIBS,25.908899307250977,54.53939819335938,43,3.5,E,Asia/Tehran,airport,OurAirports
2042,2114,Shahid Ashrafi Esfahani Airport,Bakhtaran,Iran,KSH,OICC,34.3459014893,47.1581001282,4307,3.5,E,Asia/Tehran,airport,OurAirports
2043,2117,Sanandaj Airport,Sanandaj,Iran,SDG,OICS,35.24589920043945,47.00920104980469,4522,3.5,E,Asia/Tehran,airport,OurAirports
